step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/precision,classification/recall,classification/auroc,classification/auprc,classification/f1.0
375,219000,3000,0.0021095075204899654,1.0,1.0,,,,,,,,,
376,219584,3008,0.0025377120384576205,1.0,1.0,,,,,,,,,
377,220168,3016,0.001960381312089253,1.0,1.0,0.0018013689232516678,1.0,1.0,,,,,,
378,220752,3024,0.002148771127588179,1.0,1.0,,,,,,,,,
379,221336,3032,0.002066685888564521,1.0,1.0,,,,,,,,,
380,221920,3040,0.0018722484858036915,1.0,1.0,,,,,,,,,
381,222504,3048,0.002524397776379552,1.0,1.0,,,,,,,,,
382,223088,3056,0.001995610780113529,1.0,1.0,,,,,,,,,
383,223672,3064,0.0018322317104377424,1.0,1.0,,,,,,,,,
384,224256,3072,0.0020624673635831516,1.0,1.0,,,,,,,,,
385,224840,3080,0.0021717117725036064,1.0,1.0,0.0018933446193603821,1.0,1.0,,,,,,
386,225424,3088,0.0018826300225574094,1.0,1.0,,,,,,,,,
387,226008,3096,0.00181159028990955,1.0,1.0,,,,,,,,,
388,226592,3104,0.002084862018526851,1.0,1.0,,,,,,,,,
389,227176,3112,0.007959007990344522,0.875,0.875,,,,,,,,,
390,227760,3120,0.001712061710264708,1.0,1.0,,,,,,,,,
391,228344,3128,0.0019185317344417763,1.0,1.0,,,,,,,,,
392,228928,3136,0.002032445902069667,1.0,1.0,,,,,,,,,
393,229512,3144,0.0019813590597439184,1.0,1.0,0.0020181962046473207,1.0,1.0,,,,,,
394,230096,3152,0.002007856463438632,1.0,1.0,,,,,,,,,
395,230680,3160,0.0018630050828720203,1.0,1.0,,,,,,,,,
396,231264,3168,0.004719961301465325,0.875,0.875,,,,,,,,,
397,231848,3176,0.0018667610895389843,1.0,1.0,,,,,,,,,
398,232432,3184,0.0017888631156103762,1.0,1.0,,,,,,,,,
399,233016,3192,0.0018944551551846522,1.0,1.0,,,,,,,,,
400,233600,3200,0.0018839070490156591,1.0,1.0,,,,,,,,,
401,234184,3208,0.001638836981117113,1.0,1.0,0.0022538472060218517,1.0,1.0,,,,,,
402,234768,3216,0.002028918561551853,1.0,1.0,,,,,,,,,
403,235352,3224,0.003610633833949847,0.875,0.875,,,,,,,,,
404,235936,3232,0.0023345654878436997,1.0,1.0,,,,,,,,,
405,236520,3240,0.0024456386284223697,1.0,1.0,,,,,,,,,
406,237104,3248,0.00209143317392516,1.0,1.0,,,,,,,,,
407,237688,3256,0.0021347464476255003,1.0,1.0,,,,,,,,,
408,238272,3264,0.001779403608123161,1.0,1.0,,,,,,,,,
409,238856,3272,0.00175867729027928,1.0,1.0,0.0019785235216141254,1.0,1.0,,,,,,
410,239440,3280,0.0018710274679142815,1.0,1.0,,,,,,,,,
411,240024,3288,0.0019357208996864433,1.0,1.0,,,,,,,,,
412,240608,3296,0.00218012678596826,1.0,1.0,,,,,,,,,
413,241192,3304,0.0019295696481384421,1.0,1.0,,,,,,,,,
414,241776,3312,0.0019617058591142465,1.0,1.0,,,,,,,,,
415,242360,3320,0.0019514425122838753,1.0,1.0,,,,,,,,,
416,242944,3328,0.0018539243532140006,1.0,1.0,,,,,,,,,
417,243528,3336,0.0017875748140410014,1.0,1.0,0.018857287683588082,0.875,0.875,,,,,,
418,244112,3344,0.0018884118437995884,1.0,1.0,,,,,,,,,
419,244696,3352,0.0024226213569980893,1.0,1.0,,,,,,,,,
420,245280,3360,0.00215313687316793,1.0,1.0,,,,,,,,,
421,245864,3368,0.0023621296392290683,1.0,1.0,,,,,,,,,
422,246448,3376,0.0022290095150862914,1.0,1.0,,,,,,,,,
423,247032,3384,0.002468936279231333,1.0,1.0,,,,,,,,,
424,247616,3392,0.0019556347849536693,1.0,1.0,,,,,,,,,
425,248200,3400,0.0020148525994257305,1.0,1.0,0.002118823131899102,1.0,1.0,,,,,,
426,248784,3408,0.0021120475272131916,1.0,1.0,,,,,,,,,
427,249368,3416,0.001988967640431218,1.0,1.0,,,,,,,,,
428,249952,3424,0.0019266079974277891,1.0,1.0,,,,,,,,,
429,250536,3432,0.0029502500286845952,1.0,1.0,,,,,,,,,
430,251120,3440,0.002332582565466941,1.0,1.0,,,,,,,,,
431,251704,3448,0.002199266812551991,1.0,1.0,,,,,,,,,
432,252288,3456,0.002240459460322679,1.0,1.0,,,,,,,,,
433,252872,3464,0.0022421821150347323,1.0,1.0,0.002224235827092365,1.0,1.0,,,,,,
434,253456,3472,0.0019591193058707853,1.0,1.0,,,,,,,,,
435,254040,3480,0.00804849630612782,0.875,0.875,,,,,,,,,
436,254624,3488,0.0018936157603325382,1.0,1.0,,,,,,,,,
437,255208,3496,0.002064340200141077,1.0,1.0,,,,,,,,,
438,255792,3504,0.002140565966750017,1.0,1.0,,,,,,,,,
439,256376,3512,0.0019121937108788404,1.0,1.0,,,,,,,,,
440,256960,3520,0.002403560676570717,1.0,1.0,,,,,,,,,
441,257544,3528,0.005053301775980694,0.875,0.875,0.0026440851183395313,1.0,1.0,,,,,,
442,258128,3536,0.0028851726605773945,1.0,1.0,,,,,,,,,
443,258712,3544,0.0022566773123044548,1.0,1.0,,,,,,,,,
444,259296,3552,0.0022526678989309174,1.0,1.0,,,,,,,,,
445,259880,3560,0.00207252103638537,1.0,1.0,,,,,,,,,
446,260464,3568,0.002157492616662257,1.0,1.0,,,,,,,,,
447,261048,3576,0.002344525398716423,1.0,1.0,,,,,,,,,
448,261632,3584,0.002065355587035036,1.0,1.0,,,,,,,,,
449,262216,3592,0.0019430819577146176,1.0,1.0,0.002202176514807807,1.0,1.0,,,,,,
450,262800,3600,0.0022138864385877117,1.0,1.0,,,,,,,,,
451,263384,3608,0.0033173303847724932,1.0,1.0,,,,,,,,,
452,263968,3616,0.002370396526923252,1.0,1.0,,,,,,,,,
453,264552,3624,0.0051350553735231355,0.875,0.875,,,,,,,,,
454,265136,3632,0.0019315639923142905,1.0,1.0,,,,,,,,,
455,265720,3640,0.0021538494466631637,1.0,1.0,,,,,,,,,
456,266304,3648,0.0023185306432171636,1.0,1.0,,,,,,,,,
457,266888,3656,0.0035415529645231366,1.0,1.0,0.002353665402304001,1.0,1.0,,,,,,
458,267472,3664,0.002196610811368645,1.0,1.0,,,,,,,,,
459,268056,3672,0.0021579213620685858,1.0,1.0,,,,,,,,,
460,268640,3680,0.001972598519412638,1.0,1.0,,,,,,,,,
461,269224,3688,0.002874159687713056,1.0,1.0,,,,,,,,,
462,269808,3696,0.0021662065757739966,1.0,1.0,,,,,,,,,
463,270392,3704,0.0022864732164848745,1.0,1.0,,,,,,,,,
464,270976,3712,0.0026639112157682376,1.0,1.0,,,,,,,,,
465,271560,3720,0.0019422586865261472,1.0,1.0,0.0020366128200281133,1.0,1.0,,,,,,
466,272144,3728,0.0021207603555621585,1.0,1.0,,,,,,,,,
467,272728,3736,0.0031331461853796147,1.0,1.0,,,,,,,,,
468,273312,3744,0.0021238231140424425,1.0,1.0,,,,,,,,,
469,273896,3752,0.001905967608929744,1.0,1.0,,,,,,,,,
470,274480,3760,0.0019205461546246425,1.0,1.0,,,,,,,,,
471,275064,3768,0.0016268933505573773,1.0,1.0,,,,,,,,,
472,275648,3776,0.00183271857295642,1.0,1.0,,,,,,,,,
473,276232,3784,0.0019520109022758741,1.0,1.0,0.0016880238622254537,1.0,1.0,,,,,,
474,276816,3792,0.0020115455068794833,1.0,1.0,,,,,,,,,
475,277400,3800,0.0018709690707844593,1.0,1.0,,,,,,,,,
476,277984,3808,0.032701210142922106,0.75,0.75,,,,,,,,,
477,278568,3816,0.0019259848677707875,1.0,1.0,,,,,,,,,
478,279152,3824,0.0019357932313649527,1.0,1.0,,,,,,,,,
479,279736,3832,0.0024101321542070943,1.0,1.0,,,,,,,,,
480,280320,3840,0.001758387026274014,1.0,1.0,,,,,,,,,
481,280904,3848,0.0017795930782187083,1.0,1.0,0.002439586835134491,1.0,1.0,,,,,,
482,281488,3856,0.002144924666116835,1.0,1.0,,,,,,,,,
483,282072,3864,0.0022651479846312918,1.0,1.0,,,,,,,,,
484,282656,3872,0.0022564041764298183,1.0,1.0,,,,,,,,,
485,283240,3880,0.00205458936096156,1.0,1.0,,,,,,,,,
486,283824,3888,0.002109039796591353,1.0,1.0,,,,,,,,,
487,284408,3896,0.0017006670374125066,1.0,1.0,,,,,,,,,
488,284992,3904,0.0027043689620735657,1.0,1.0,,,,,,,,,
489,285576,3912,0.0022863003936709546,1.0,1.0,0.005046576501841185,0.875,0.875,,,,,,
490,286160,3920,0.00253913454645598,1.0,1.0,,,,,,,,,
491,286744,3928,0.0017777137712177904,1.0,1.0,,,,,,,,,
492,287328,3936,0.004946930254220763,0.875,0.875,,,,,,,,,
493,287912,3944,0.001778224840993832,1.0,1.0,,,,,,,,,
494,288496,3952,0.002073120134246725,1.0,1.0,,,,,,,,,
495,289080,3960,0.0016582134024276404,1.0,1.0,,,,,,,,,
496,289664,3968,0.0020098448159846863,1.0,1.0,,,,,,,,,
497,290248,3976,0.0022936449419279606,1.0,1.0,0.0017649304557358567,1.0,1.0,,,,,,
498,290832,3984,0.0018163037493259854,1.0,1.0,,,,,,,,,
499,291416,3992,0.0019134544134801008,1.0,1.0,,,,,,,,,
500,292000,4000,0.0022076110332453582,1.0,1.0,,,,,,,,,
501,292584,4008,0.007478290401032204,0.875,0.875,,,,,,,,,
502,293168,4016,0.0019756643752083395,1.0,1.0,,,,,,,,,
503,293752,4024,0.0017809749679267859,1.0,1.0,,,,,,,,,
504,294336,4032,0.001958754806171482,1.0,1.0,,,,,,,,,
505,294920,4040,0.0018172873655332186,1.0,1.0,0.0019632554085962455,1.0,1.0,,,,,,
506,295504,4048,0.0018891599214309453,1.0,1.0,,,,,,,,,
507,296088,4056,0.002281474385623683,1.0,1.0,,,,,,,,,
508,296672,4064,0.002059400446520156,1.0,1.0,,,,,,,,,
509,297256,4072,0.0018109124408749446,1.0,1.0,,,,,,,,,
510,297840,4080,0.0018299004799306436,1.0,1.0,,,,,,,,,
511,298424,4088,0.0016247073531393064,1.0,1.0,,,,,,,,,
512,299008,4096,0.002090089229326703,1.0,1.0,,,,,,,,,
513,299592,4104,0.0025066938454063326,1.0,1.0,0.0021117539359606775,1.0,1.0,,,,,,
514,300176,4112,0.002336594274269085,1.0,1.0,,,,,,,,,
515,300760,4120,0.0019328150024348623,1.0,1.0,,,,,,,,,
516,301344,4128,0.001972257911224285,1.0,1.0,,,,,,,,,
517,301928,4136,0.001746313215651494,1.0,1.0,,,,,,,,,
518,302512,4144,0.0017398252674688862,1.0,1.0,,,,,,,,,
519,303096,4152,0.002036074733609124,1.0,1.0,,,,,,,,,
520,303680,4160,0.00177960683915563,1.0,1.0,,,,,,,,,
521,304264,4168,0.0018462595040597463,1.0,1.0,0.0016895863041494015,1.0,1.0,,,,,,
522,304848,4176,0.0021609623344401247,1.0,1.0,,,,,,,,,
523,305432,4184,0.0018802978039069848,1.0,1.0,,,,,,,,,
524,306016,4192,0.0018906991655061036,1.0,1.0,,,,,,,,,
525,306600,4200,0.002124370650978656,1.0,1.0,,,,,,,,,
526,307184,4208,0.0018823057579975728,1.0,1.0,,,,,,,,,
527,307768,4216,0.0017091702665775956,1.0,1.0,,,,,,,,,
528,308352,4224,0.0017168744403530667,1.0,1.0,,,,,,,,,
529,308936,4232,0.0018011380303626368,1.0,1.0,0.0017095194654966918,1.0,1.0,,,,,,
530,309520,4240,0.0018228818186238882,1.0,1.0,,,,,,,,,
531,310104,4248,0.0016915633708563483,1.0,1.0,,,,,,,,,
532,310688,4256,0.0018492131401428387,1.0,1.0,,,,,,,,,
533,311272,4264,0.0017414427198976215,1.0,1.0,,,,,,,,,
534,311856,4272,0.007268089751654706,0.875,0.875,,,,,,,,,
535,312440,4280,0.0015734439169341483,1.0,1.0,,,,,,,,,
536,313024,4288,0.001602698265530192,1.0,1.0,,,,,,,,,
537,313608,4296,0.002000241346186251,1.0,1.0,0.0017456369941462192,1.0,1.0,,,,,,
538,314192,4304,0.0017690645777334304,1.0,1.0,,,,,,,,,
539,314776,4312,0.0017825538525460603,1.0,1.0,,,,,,,,,
540,315360,4320,0.0017455605792122454,1.0,1.0,,,,,,,,,
541,315944,4328,0.0018813457990562849,1.0,1.0,,,,,,,,,
542,316528,4336,0.006482870465421631,0.875,0.875,,,,,,,,,
543,317112,4344,0.0018514641579616053,1.0,1.0,,,,,,,,,
544,317696,4352,0.0016652065163460983,1.0,1.0,,,,,,,,,
545,318280,4360,0.0018907757319576214,1.0,1.0,0.001835879382151503,1.0,1.0,,,,,,
546,318864,4368,0.001792752278115499,1.0,1.0,,,,,,,,,
547,319448,4376,0.00170706749083684,1.0,1.0,,,,,,,,,
548,320032,4384,0.001559579082250615,1.0,1.0,,,,,,,,,
549,320616,4392,0.0016087718202454078,1.0,1.0,,,,,,,,,
550,321200,4400,0.001656141145497766,1.0,1.0,,,,,,,,,
551,321784,4408,0.0023111127139288827,1.0,1.0,,,,,,,,,
552,322368,4416,0.0015199689766886711,1.0,1.0,,,,,,,,,
553,322952,4424,0.0017925997704748456,1.0,1.0,0.0017533281300629016,1.0,1.0,,,,,,
554,323536,4432,0.0019082158853691786,1.0,1.0,,,,,,,,,
555,324120,4440,0.0022681871602165137,1.0,1.0,,,,,,,,,
556,324704,4448,0.0017779744836324421,1.0,1.0,,,,,,,,,
557,325288,4456,0.0019265588769072492,1.0,1.0,,,,,,,,,
558,325872,4464,0.0017993994112694503,1.0,1.0,,,,,,,,,
559,326456,4472,0.0019180183310997497,1.0,1.0,,,,,,,,,
560,327040,4480,0.0023210636224398353,1.0,1.0,,,,,,,,,
561,327624,4488,0.0015847688138758938,1.0,1.0,0.001856107940812702,1.0,1.0,,,,,,
562,328208,4496,0.0017023146782425612,1.0,1.0,,,,,,,,,
563,328792,4504,0.001959366785013792,1.0,1.0,,,,,,,,,
564,329376,4512,0.0017981341438570693,1.0,1.0,,,,,,,,,
565,329960,4520,0.0015741327344689377,1.0,1.0,,,,,,,,,
566,330544,4528,0.0017636911829905465,1.0,1.0,,,,,,,,,
567,331128,4536,0.0016467908703347886,1.0,1.0,,,,,,,,,
568,331712,4544,0.001836548273603257,1.0,1.0,,,,,,,,,
569,332296,4552,0.0019710432562805853,1.0,1.0,0.0017434267657706235,1.0,1.0,,,,,,
570,332880,4560,0.0028422396585615507,1.0,1.0,,,,,,,,,
571,333464,4568,0.0018235635284722404,1.0,1.0,,,,,,,,,
572,334048,4576,0.0018424601012778572,1.0,1.0,,,,,,,,,
573,334632,4584,0.0018265762449879534,1.0,1.0,,,,,,,,,
574,335216,4592,0.0016768314999610783,1.0,1.0,,,,,,,,,
575,335800,4600,0.0017281249973201658,1.0,1.0,,,,,,,,,
576,336384,4608,0.0018522921197158895,1.0,1.0,,,,,,,,,
577,336968,4616,0.0017887845411922797,1.0,1.0,0.001877445030371929,1.0,1.0,,,,,,
578,337552,4624,0.0017041704392875329,1.0,1.0,,,,,,,,,
579,338136,4632,0.0017831629041537096,1.0,1.0,,,,,,,,,
580,338720,4640,0.0018497840797687046,1.0,1.0,,,,,,,,,
581,339304,4648,0.0020183734643790764,1.0,1.0,,,,,,,,,
582,339888,4656,0.0017730405077174421,1.0,1.0,,,,,,,,,
583,340472,4664,0.0018467932293802591,1.0,1.0,,,,,,,,,
584,341056,4672,0.0015650245672632858,1.0,1.0,,,,,,,,,
585,341640,4680,0.0018800864207413153,1.0,1.0,0.0019648362268306642,1.0,1.0,,,,,,
586,342224,4688,0.0018098668844974835,1.0,1.0,,,,,,,,,
587,342808,4696,0.0017348738076068512,1.0,1.0,,,,,,,,,
588,343392,4704,0.002195969778689831,1.0,1.0,,,,,,,,,
589,343976,4712,0.0019772065826717065,1.0,1.0,,,,,,,,,
590,344560,4720,0.001637281299791569,1.0,1.0,,,,,,,,,
591,345144,4728,0.009371624697549296,0.875,0.875,,,,,,,,,
592,345728,4736,0.0021325246101833134,1.0,1.0,,,,,,,,,
593,346312,4744,0.0018952218314701279,1.0,1.0,0.0015590486027004145,1.0,1.0,,,,,,
594,346896,4752,0.0017759463422921664,1.0,1.0,,,,,,,,,
595,347480,4760,0.0017247630816181964,1.0,1.0,,,,,,,,,
596,348064,4768,0.0017419300760935308,1.0,1.0,,,,,,,,,
597,348648,4776,0.002245564179504827,1.0,1.0,,,,,,,,,
598,349232,4784,0.00198023782705351,1.0,1.0,,,,,,,,,
599,349816,4792,0.0025644739644535186,1.0,1.0,,,,,,,,,
600,350400,4800,0.001822154777452643,1.0,1.0,,,,,,,,,
601,350984,4808,0.010984770862292262,0.875,0.875,0.002659061259322052,1.0,1.0,,,,,,
602,351568,4816,0.00205325410057957,1.0,1.0,,,,,,,,,
603,352152,4824,0.0019841824908656256,1.0,1.0,,,,,,,,,
604,352736,4832,0.0017160934053183671,1.0,1.0,,,,,,,,,
605,353320,4840,0.0018613618181129489,1.0,1.0,,,,,,,,,
606,353904,4848,0.0019252094606269836,1.0,1.0,,,,,,,,,
607,354488,4856,0.0018895346070536218,1.0,1.0,,,,,,,,,
608,355072,4864,0.0019087524085714394,1.0,1.0,,,,,,,,,
609,355656,4872,0.0017871673593498982,1.0,1.0,0.0023886959957017673,1.0,1.0,,,,,,
610,356240,4880,0.0016411958977731427,1.0,1.0,,,,,,,,,
611,356824,4888,0.0016121803753514957,1.0,1.0,,,,,,,,,
612,357408,4896,0.002072810252355567,1.0,1.0,,,,,,,,,
613,357992,4904,0.0018418045798394701,1.0,1.0,,,,,,,,,
614,358576,4912,0.0017013627288488408,1.0,1.0,,,,,,,,,
615,359160,4920,0.0016783301704009707,1.0,1.0,,,,,,,,,
616,359744,4928,0.001927503596654516,1.0,1.0,,,,,,,,,
617,360328,4936,0.0019259456093139746,1.0,1.0,0.0017522103587910463,1.0,1.0,,,,,,
618,360912,4944,0.0017478906167682753,1.0,1.0,,,,,,,,,
619,361496,4952,0.001611347683174458,1.0,1.0,,,,,,,,,
620,362080,4960,0.001867807854498125,1.0,1.0,,,,,,,,,
621,362664,4968,0.0016661404225973562,1.0,1.0,,,,,,,,,
622,363248,4976,0.0017243402766368694,1.0,1.0,,,,,,,,,
623,363832,4984,0.0016471282202869118,1.0,1.0,,,,,,,,,
624,364416,4992,0.0016516437881835381,1.0,1.0,,,,,,,,,
625,365000,5000,0.0015542784805386192,1.0,1.0,0.007915877605871957,0.875,0.875,,,,,,
626,365584,5008,0.0016067224504461228,1.0,1.0,,,,,,,,,
627,366168,5016,0.0016837314677391134,1.0,1.0,,,,,,,,,
628,366752,5024,0.00173141983962818,1.0,1.0,,,,,,,,,
629,367336,5032,0.0015518851554717197,1.0,1.0,,,,,,,,,
630,367920,5040,0.001673882691721552,1.0,1.0,,,,,,,,,
631,368504,5048,0.0015867099367139008,1.0,1.0,,,,,,,,,
632,369088,5056,0.010849526899164371,0.875,0.875,,,,,,,,,
633,369672,5064,0.0017359491424098067,1.0,1.0,0.0017184467745852416,1.0,1.0,,,,,,
634,370256,5072,0.001520960903594527,1.0,1.0,,,,,,,,,
635,370840,5080,0.001596683425056526,1.0,1.0,,,,,,,,,
636,371424,5088,0.0020420629882293238,1.0,1.0,,,,,,,,,
637,372008,5096,0.0017400795162910046,1.0,1.0,,,,,,,,,
638,372592,5104,0.0019118198169946156,1.0,1.0,,,,,,,,,
639,373176,5112,0.0015228879542092911,1.0,1.0,,,,,,,,,
640,373760,5120,0.0033201899600883624,1.0,1.0,,,,,,,,,
641,374344,5128,0.001520055386218944,1.0,1.0,0.0019395985007834365,1.0,1.0,,,,,,
642,374928,5136,0.0019421934973938805,1.0,1.0,,,,,,,,,
643,375512,5144,0.0016852211551472507,1.0,1.0,,,,,,,,,
644,376096,5152,0.001667542862642135,1.0,1.0,,,,,,,,,
645,376680,5160,0.0015621689632252414,1.0,1.0,,,,,,,,,
646,377264,5168,0.0018697017750567073,1.0,1.0,,,,,,,,,
647,377848,5176,0.0016469190831588717,1.0,1.0,,,,,,,,,
648,378432,5184,0.0014793680983175585,1.0,1.0,,,,,,,,,
649,379016,5192,0.001863845782826835,1.0,1.0,0.0017576611682059231,1.0,1.0,,,,,,
650,379600,5200,0.0031203909458637612,1.0,1.0,,,,,,,,,
651,380184,5208,0.0015358810839371428,1.0,1.0,,,,,,,,,
652,380768,5216,0.002137733896733395,1.0,1.0,,,,,,,,,
653,381352,5224,0.0015700425629793773,1.0,1.0,,,,,,,,,
654,381936,5232,0.0017564284612462797,1.0,1.0,,,,,,,,,
655,382520,5240,0.001618500895299301,1.0,1.0,,,,,,,,,
656,383104,5248,0.0015560499555408013,1.0,1.0,,,,,,,,,
657,383688,5256,0.002344313900597344,1.0,1.0,0.0015605819672638212,1.0,1.0,,,,,,
658,384272,5264,0.0017435540948771055,1.0,1.0,,,,,,,,,
659,384856,5272,0.0018632012745773315,1.0,1.0,,,,,,,,,
660,385440,5280,0.0016868920984493565,1.0,1.0,,,,,,,,,
661,386024,5288,0.001422295435154643,1.0,1.0,,,,,,,,,
662,386608,5296,0.001973601962024247,1.0,1.0,,,,,,,,,
663,387192,5304,0.0016176109292486277,1.0,1.0,,,,,,,,,
664,387776,5312,0.001664806286886081,1.0,1.0,,,,,,,,,
665,388360,5320,0.007107298401533273,0.875,0.875,0.0017096147586468842,1.0,1.0,,,,,,
666,388944,5328,0.0018456932761864665,1.0,1.0,,,,,,,,,
667,389528,5336,0.0016544037781688519,1.0,1.0,,,,,,,,,
668,390112,5344,0.0019802948723900236,1.0,1.0,,,,,,,,,
669,390696,5352,0.0017213175613786428,1.0,1.0,,,,,,,,,
670,391280,5360,0.005468463645521006,0.875,0.875,,,,,,,,,
671,391864,5368,0.0016586212475006017,1.0,1.0,,,,,,,,,
672,392448,5376,0.0015701377024434709,1.0,1.0,,,,,,,,,
673,393032,5384,0.0017228415441615792,1.0,1.0,0.001619024947875004,1.0,1.0,,,,,,
674,393616,5392,0.0017751756534144807,1.0,1.0,,,,,,,,,
675,394200,5400,0.001596176363614185,1.0,1.0,,,,,,,,,
676,394784,5408,0.0014751570921595558,1.0,1.0,,,,,,,,,
677,395368,5416,0.0017996399830050396,1.0,1.0,,,,,,,,,
678,395952,5424,0.0016165244591153458,1.0,1.0,,,,,,,,,
679,396536,5432,0.001905640619997157,1.0,1.0,,,,,,,,,
680,397120,5440,0.0016531187414099296,1.0,1.0,,,,,,,,,
681,397704,5448,0.0017707051653806534,1.0,1.0,0.001563268799212278,1.0,1.0,,,,,,
682,398288,5456,0.0015619233687699029,1.0,1.0,,,,,,,,,
683,398872,5464,0.0018770853413320966,1.0,1.0,,,,,,,,,
684,399456,5472,0.0015119074632017912,1.0,1.0,,,,,,,,,
685,400040,5480,0.0015186156533511172,1.0,1.0,,,,,,,,,
686,400624,5488,0.0017428811339952447,1.0,1.0,,,,,,,,,
687,401208,5496,0.0017571877779711973,1.0,1.0,,,,,,,,,
688,401792,5504,0.0015844651574559087,1.0,1.0,,,,,,,,,
689,402376,5512,0.0019859776405448375,1.0,1.0,0.0016484120707875387,1.0,1.0,,,,,,
690,402960,5520,0.001725452923020847,1.0,1.0,,,,,,,,,
691,403544,5528,0.001533883271217093,1.0,1.0,,,,,,,,,
692,404128,5536,0.001864162317111718,1.0,1.0,,,,,,,,,
693,404712,5544,0.0016930577570217075,1.0,1.0,,,,,,,,,
694,405296,5552,0.0016317216825018173,1.0,1.0,,,,,,,,,
695,405880,5560,0.001762079222017599,1.0,1.0,,,,,,,,,
696,406464,5568,0.001591796778769216,1.0,1.0,,,,,,,,,
697,407048,5576,0.0013670632734417215,1.0,1.0,0.0017381438011220636,1.0,1.0,,,,,,
698,407632,5584,0.0015437624344933278,1.0,1.0,,,,,,,,,
699,408216,5592,0.0016595741435164592,1.0,1.0,,,,,,,,,
700,408800,5600,0.0018511271176516314,1.0,1.0,,,,,,,,,
701,409384,5608,0.0017704655124854874,1.0,1.0,,,,,,,,,
702,409968,5616,0.001592796755484789,1.0,1.0,,,,,,,,,
703,410552,5624,0.001813458391950926,1.0,1.0,,,,,,,,,
704,411136,5632,0.0017752470687641755,1.0,1.0,,,,,,,,,
705,411720,5640,0.001585765725472401,1.0,1.0,0.0015065131283736948,1.0,1.0,,,,,,
706,412304,5648,0.0016644692874323514,1.0,1.0,,,,,,,,,
707,412888,5656,0.0017398132551723125,1.0,1.0,,,,,,,,,
708,413472,5664,0.0014527147382476242,1.0,1.0,,,,,,,,,
709,414056,5672,0.0017558109495187265,1.0,1.0,,,,,,,,,
710,414640,5680,0.001691469209420252,1.0,1.0,,,,,,,,,
711,415224,5688,0.001730016230351561,1.0,1.0,,,,,,,,,
712,415808,5696,0.001752231304096134,1.0,1.0,,,,,,,,,
713,416392,5704,0.0015570895049572106,1.0,1.0,0.0015890508730959734,1.0,1.0,,,,,,
714,416976,5712,0.0014529270275172841,1.0,1.0,,,,,,,,,
715,417560,5720,0.001839061761735186,1.0,1.0,,,,,,,,,
716,418144,5728,0.0017076505897625598,1.0,1.0,,,,,,,,,
717,418728,5736,0.0018722149368943007,1.0,1.0,,,,,,,,,
718,419312,5744,0.0014700178557074334,1.0,1.0,,,,,,,,,
719,419896,5752,0.0015525327574951455,1.0,1.0,,,,,,,,,
720,420480,5760,0.001673233549827605,1.0,1.0,,,,,,,,,
721,421064,5768,0.0018887533614538436,1.0,1.0,0.0016047639276029594,1.0,1.0,,,,,,
722,421648,5776,0.0020350496423951585,1.0,1.0,,,,,,,,,
723,422232,5784,0.0017664041184645637,1.0,1.0,,,,,,,,,
724,422816,5792,0.0016253013140333495,1.0,1.0,,,,,,,,,
725,423400,5800,0.0019066130228538548,1.0,1.0,,,,,,,,,
726,423984,5808,0.00164841380584028,1.0,1.0,,,,,,,,,
727,424568,5816,0.0016299288109088096,1.0,1.0,,,,,,,,,
728,425152,5824,0.001615601732170936,1.0,1.0,,,,,,,,,
729,425736,5832,0.0017053628482806516,1.0,1.0,0.0014399664379189591,1.0,1.0,,,,,,
730,426320,5840,0.001708890449699555,1.0,1.0,,,,,,,,,
731,426904,5848,0.0016702650992802346,1.0,1.0,,,,,,,,,
732,427488,5856,0.0015438091848858915,1.0,1.0,,,,,,,,,
733,428072,5864,0.0015030413029103397,1.0,1.0,,,,,,,,,
734,428656,5872,0.0016008680840987456,1.0,1.0,,,,,,,,,
735,429240,5880,0.0013787678717322057,1.0,1.0,,,,,,,,,
736,429824,5888,0.0016901072590365445,1.0,1.0,,,,,,,,,
737,430408,5896,0.0020455205551610663,1.0,1.0,0.0014915977491178703,1.0,1.0,,,,,,
738,430992,5904,0.0017365798704493743,1.0,1.0,,,,,,,,,
739,431576,5912,0.0016012077947358903,1.0,1.0,,,,,,,,,
740,432160,5920,0.0016218843775019645,1.0,1.0,,,,,,,,,
741,432744,5928,0.0015968614474883638,1.0,1.0,,,,,,,,,
742,433328,5936,0.0015521759964407778,1.0,1.0,,,,,,,,,
743,433912,5944,0.0015544680868780822,1.0,1.0,,,,,,,,,
744,434496,5952,0.0016215095271950297,1.0,1.0,,,,,,,,,
745,435080,5960,0.0016439748362325464,1.0,1.0,0.0016903449828686284,1.0,1.0,,,,,,
746,435664,5968,0.0015895492510663112,1.0,1.0,,,,,,,,,
747,436248,5976,0.0018000978500458036,1.0,1.0,,,,,,,,,
748,436832,5984,0.0016961601091609563,1.0,1.0,,,,,,,,,
749,437416,5992,0.0015687687680213122,1.0,1.0,,,,,,,,,
750,438000,6000,0.0016437752285531804,1.0,1.0,,,,,,,,,
751,438584,6008,0.0017613124775246606,1.0,1.0,,,,,,,,,
752,439168,6016,0.0014806399249273688,1.0,1.0,,,,,,,,,
753,439752,6024,0.0015092296847741128,1.0,1.0,0.0016726546835925781,1.0,1.0,,,,,,
